round,order,operation,iterations,fixed_ns,mini_ns,checksum,canonical_result
20,fixed-then-mini,div,1000,598000,691000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
20,fixed-then-mini,gcd,1000,89428000,35955000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
20,fixed-then-mini,invmod,1000,74137000,42651000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
20,fixed-then-mini,sqrt,1000,5675000,6806000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
21,mini-then-fixed,mul,1000,185000,323000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
21,mini-then-fixed,div,1000,608000,714000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
21,mini-then-fixed,gcd,1000,88876000,35857000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
21,mini-then-fixed,invmod,1000,73863000,42271000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
21,mini-then-fixed,sqrt,1000,5636000,6864000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
22,fixed-then-mini,mul,1000,186000,309000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
22,fixed-then-mini,div,1000,592000,684000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
22,fixed-then-mini,gcd,1000,89424000,35715000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
22,fixed-then-mini,invmod,1000,74007000,42041000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
22,fixed-then-mini,sqrt,1000,5645000,6711000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
23,mini-then-fixed,mul,1000,186000,311000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
23,mini-then-fixed,div,1000,589000,688000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
23,mini-then-fixed,gcd,1000,89470000,36124000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
23,mini-then-fixed,invmod,1000,74183000,44235000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
23,mini-then-fixed,sqrt,1000,5632000,6667000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
24,fixed-then-mini,mul,1000,186000,313000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
24,fixed-then-mini,div,1000,588000,684000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
24,fixed-then-mini,gcd,1000,89655000,35611000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
24,fixed-then-mini,invmod,1000,74299000,42405000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
24,fixed-then-mini,sqrt,1000,5671000,6646000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
25,mini-then-fixed,mul,1000,187000,358000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
25,mini-then-fixed,div,1000,591000,714000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
25,mini-then-fixed,gcd,1000,89235000,36052000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
25,mini-then-fixed,invmod,1000,74008000,43190000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
25,mini-then-fixed,sqrt,1000,5728000,6772000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
26,fixed-then-mini,mul,1000,185000,309000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
26,fixed-then-mini,div,1000,589000,685000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
26,fixed-then-mini,gcd,1000,88766000,35816000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
26,fixed-then-mini,invmod,1000,73966000,44217000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
26,fixed-then-mini,sqrt,1000,5636000,6681000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
27,mini-then-fixed,mul,1000,184000,318000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
27,mini-then-fixed,div,1000,582000,707000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
27,mini-then-fixed,gcd,1000,89105000,35837000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
27,mini-then-fixed,invmod,1000,74213000,43204000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
27,mini-then-fixed,sqrt,1000,5652000,6746000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
28,fixed-then-mini,mul,1000,185000,312000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
28,fixed-then-mini,div,1000,592000,685000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
28,fixed-then-mini,gcd,1000,87900000,35690000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
28,fixed-then-mini,invmod,1000,74281000,42750000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
28,fixed-then-mini,sqrt,1000,5606000,6678000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
29,mini-then-fixed,mul,1000,190000,311000,2447613068693546304,0000000000000000000000000000000000000000000000006ae01a673b82782464735ffb95557b7bcfe6084ae066e771951035b0affa98e65011902e6d7ef048e8f74f366a4bfa8534602a5e502a8c57bf935edc03af1bd8328301ff8ff30d0971cb181d147b60b64dcdbe0a78a4403c9e72074250dd59507acc47606834ef2d88900849a2686431508f5dbd81ba82bcf933f4a8e8e5bf1e2b803ecc5c80c7202eafce140bfc64396e9c53b4a2fbc22155473528b7ed012c7d101e61af462ba92d8f8e4c2136cd4649d1fe16afcffba29c987dfc3e02fb31
29,mini-then-fixed,div,1000,585000,690000,8027614064300700742,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001146c1bceddad2d5b2541d8941fce87ff87bd9ec07d772de931555f3819d657c71ee69e9872f6107eb59a4b3a689b98d55fc77956231ed04949d10a07e103158e11815ff29f063ca3882a4c161021cfefece66a37a6158b59ba46e6e99e8ebddb:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744a37cb47809f3ca10bc12e6d09e7244f3622f5640fc9875d1620b4a77e6ecf54762a0f8a10f05734e446def37dc22f91844d8b017bdcf20fe230bf8bd7890200e99fcbbabe5bce27d3ba75b2d8ce48e0f0637b93c486fe387594c343fcc672
29,mini-then-fixed,gcd,1000,88815000,35710000,1216651553921916950,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
29,mini-then-fixed,invmod,1000,74116000,42686000,582249100450782574,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004b62643618047fe935fbbd633c5d2355eeb036b4f48603516e336620e69b1df8bbe004806b35945b4747fecf621206ed376c270e92f191e25096015c93beaaa424
29,mini-then-fixed,sqrt,1000,5646000,6700000,10458507428752323897,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e3b866267e90930119a7753412a07ad6a5009ef7d42681991370462ba4502d1af0627f6a4f63f3db12226a5362e027ea24fe3e92680a18d8a2faa1341effd06b99074829f0883f9fbbc2a8d815af1bdb0f0b0ef773102fa0074df7ba5465db4e
